;;;;;;
1;3.408920;;;;;
2;0.155040;;;;;
3;0.159720;;;;;
4;0.085051;;;;;
5;0.085927;;;;;
6;0.084277;;;;;
7;0.085311;;;;;
8;0.047109;;;;;
9;0.047332;;;;;
10;0.053460;;;;;
11;0.048469;;;;;
12;0.047752;;;;;
13;0.048162;;;;;
14;0.048312;;;;;
15;0.049062;;;;;
16;0.029455;;;;;
